
0,0.01
0.05,0.003
0.1,0.003
0.15,0.003
0.20,0.003
0.25,0.003
0.3,0.003
0.35,0.003
0.37,0.003
0.38,0.003
0.39,0.003
0.4,0.003
0.41,0.003
0.42,0.003
0.43,0.003
0.45,0.003
0.5,0.003
0.55,0.003
0.6,0.003
0.65,0.003
0.7,0.003
0.75,0.003
0.8,0.003
0.9,20





