Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1000.000000000001,0.06131163016818431,-0.6044937645361106,0.1573337525584861
1047.128548050901,0.05995015123315273,-0.6041313467507752,0.1488671903732381
1096.478196143186,0.06378538836555847,-0.6040098049977215,0.1461655463856815
1148.153621496884,0.04791534863702999,-0.6040264506141471,0.1364111777302526
1202.264434617413,0.05845361332465108,-0.6041491415707166,0.1334864854492253
1258.925411794169,0.05766165094684995,-0.6041771757190688,0.1299475817799021
1318.256738556409,0.05381326042812203,-0.6036254074654659,0.1270711286426618
1380.384264602885,0.05465108120754311,-0.6037949537315259,0.1233609790063213
1445.43977074593,0.05502442649562959,-0.603723825267544,0.1227510049700129
1513.56124843621,0.05566627036473527,-0.6035029805701484,0.117182206170181
1584.893192461114,0.05161442787898357,-0.6035271124876709,0.1132133237283455
1659.586907437563,0.06216155822583982,-0.6035943894550975,0.112738075810114
1737.800828749376,0.03107597086710041,-0.6022366072790677,0.1089997154578271
1819.700858609985,0.07743891022529323,-0.6031055453309434,0.1075972449573328
1905.46071796325,0.05980899704067714,-0.6035455882411414,0.1044401408754396
1995.262314968881,0.05619188055556201,-0.6025140439008674,0.1041140936543172
2089.296130854041,0.0565428523425127,-0.6027245250118609,0.1003425714419279
2187.761623949555,0.05670012516468037,-0.602062504259585,0.09838277111267324
2290.867652767775,0.04899390398494536,-0.601452695192019,0.09991683749635172
2398.832919019493,0.04837118512970826,-0.6016211533459495,0.09422472360668621
2511.886431509583,0.05162842364756216,-0.6014054041269814,0.09673014864216611
2630.267991895385,0.05715455738246893,-0.6011743785824034,0.09377362007688284
2754.228703338169,0.05338854894470162,-0.6003627946470029,0.0913776114915521
2884.031503126609,0.05544964013873818,-0.5997883765948953,0.09289828966528546
3019.951720402019,0.07671675955818086,-0.6003075472449285,0.09037390489896779
3162.277660168383,0.05854910101067218,-0.6000470240994072,0.08263945838126574
3311.311214825915,0.03678011455260354,-0.5995813650064501,0.0845925615520855
3467.368504525317,0.02718074488393399,-0.5985810191832387,0.08654631283820891
3630.780547701018,0.04794579597288112,-0.5975430611746823,0.08698971678042255
3801.893963205617,0.1130303175660191,-0.5990695265275183,0.0848560389044053
3981.071705534974,0.05801989628219661,-0.5977576491588525,0.08340152639962639
4168.69383470336,0.07695517298950934,-0.5976609222158075,0.08397456729670694
4365.158322401666,0.08061835147776085,-0.5971945840623775,0.08097062841311242
4570.881896148752,0.07806711288419797,-0.5966004867136319,0.07833102911166634
4786.30092322639,0.07930705002958124,-0.5955397753679375,0.07610426450632701
5011.872336272731,0.07068272052576015,-0.5951274889229204,0.07582856550720862
5248.074602497729,0.0596592443976875,-0.5945131919381603,0.07158503263941896
5495.408738576255,0.07741634009652401,-0.5953114372732405,0.07100127722033278
5754.399373371579,0.06544064757334739,-0.5940617628481326,0.06773196821077931
6025.595860743581,0.06838982621465814,-0.5933237570501146,0.06532776593371636
6309.573444801938,0.0505465217742742,-0.5935241277626425,0.06207957389364083
6606.934480075965,0.04800883184636347,-0.5927529346843354,0.06165471678056633
6918.309709189371,0.03957425499660992,-0.591913305021962,0.0597329905590982
7244.359600749907,0.05445837632608382,-0.5910891172687573,0.05601294420026193
7585.775750291845,0.06137556623208844,-0.5909100278661998,0.04825462724176077
7943.282347242822,0.0930182979030663,-0.5906270398738468,0.0457109828068667
8317.637711026719,0.06068740476643024,-0.5909121950908287,0.04589696882434424
8709.635899560815,0.06177771926989952,-0.5897950099567184,0.03679116479787581
9120.108393559107,0.05577660545407279,-0.5893658880138274,0.03566830768841101
9549.925860214371,0.06689516697061484,-0.5890616631129357,0.03038529307470128
10000,0.05758623978466059,-0.5893917584933367,0.02781465780100234
10471.28548050901,0.06439582294127381,-0.5884194002379166,0.02636764146939186
10964.78196143186,0.06354567410528331,-0.5873513093294007,0.02007338945803916
11481.53621496883,0.06507847494245868,-0.5871408632087557,0.01878927084199233
12022.64434617414,0.07426629533296292,-0.5871277297764356,0.00781150060845448
12589.25411794168,0.06910600224196237,-0.5877926496298803,0.008890509246441525
13182.56738556408,0.0816825738567572,-0.5874734525677373,0.0005554997924264171
13803.84264602886,0.06710836825387821,-0.5862731675137487,-0.002604731571023366
14454.39770745929,0.08170383975832834,-0.5865749197521983,-0.003866954904509612
15135.61248436209,0.08647259110028468,-0.5863309810448049,-0.01308036680295288
15848.93192461115,0.08716812461285596,-0.5858631150561348,-0.01538860311266887
16595.86907437562,0.07930291694515228,-0.5860469082703259,-0.02431331973320994
17378.00828749377,0.07160882518160136,-0.5850834063341145,-0.03008886857853099
18197.00858609984,0.07608676918944976,-0.5857116586362803,-0.03304055577187626
19054.6071796325,0.08850086734800132,-0.5866989119922859,-0.03410849958835627
19952.62314968881,0.08604549118391756,-0.5845811437389369,-0.04632227996360427
20892.9613085404,0.07870105129896954,-0.5865062468893485,-0.0508958119082763
21877.61623949554,0.08882724458693585,-0.5848170367885397,-0.06460400317413928
22908.67652767775,0.08107641507866094,-0.5842041592534458,-0.06392094528256109
23988.32919019491,0.08007632787645508,-0.5848556965351631,-0.07156256354543444
25118.86431509582,0.0760151436774663,-0.5856213801348583,-0.07217152424827589
26302.67991895385,0.08931207309500017,-0.5850721909508767,-0.08942441581217508
27542.28703338168,0.09342498250008895,-0.5848888490619431,-0.09524769451145687
28840.31503126609,0.07996459560745862,-0.5852831847362368,-0.09201341360568449
30199.51720402019,0.08386259419681312,-0.585028057448605,-0.09937650743144388
31622.77660168381,0.09074361587471004,-0.583991747124306,-0.1162940818411116
33113.11214825913,0.09389838937640325,-0.584807899109154,-0.1233762698050214
34673.68504525317,0.09596698592772686,-0.5851859070871085,-0.1274409332800985
36307.80547701017,0.09787507266470616,-0.5825566905579405,-0.1475948470585706
38018.93963205613,0.0965475518051674,-0.5840424383222571,-0.1486967624460647
39810.71705534974,0.09945717155727141,-0.5848917646789791,-0.1546108693742383
41686.93834703357,0.1016597630630394,-0.5827501192016639,-0.1679629962763229
43651.58322401662,0.102664572203102,-0.5840920150554905,-0.1688956259074388
45708.81896148752,0.1046598780448611,-0.5840226686278654,-0.1880756278630713
47863.00923226389,0.1008732314311969,-0.5845433667443383,-0.1958634418950567
50118.72336272725,0.1030773678220257,-0.5838732754683613,-0.2193515529304619
52480.74602497729,0.1097291652400754,-0.5837344265433906,-0.2248331292657468
54954.08738576246,0.1122938933887048,-0.5848377033648131,-0.2521473867331991
57543.99373371573,0.1163712543103228,-0.5859748906722466,-0.251462883071369
60255.95860743582,0.1185144477045649,-0.582804701257706,-0.2562173157261469
63095.73444801934,0.1197086704040297,-0.5843870156324957,-0.2717775276321959
66069.34480075965,0.120725054496554,-0.5835330980719265,-0.2807530236988498
69183.09709189367,0.1244036588246483,-0.5846372675805473,-0.294431973680453
72443.59600749904,0.1241344093742176,-0.585601871157184,-0.3117922353203895
75857.75750291845,0.1265322205890688,-0.5849579521448269,-0.3200475714509494
79432.82347242819,0.1156643991033577,-0.5831652376851679,-0.3385522676344976
83176.37711026713,0.1233443945521183,-0.5848196839714409,-0.3555017042062403
87096.35899560807,0.1271292237714358,-0.5807185734477665,-0.3755414492574687
91201.08393559101,0.1300441098510777,-0.5814782687038157,-0.4053569423111156
95499.25860214366,0.1254837484926823,-0.5836437716371227,-0.413444197882427
100000,0.1351481277852945,-0.5850116330035282,-0.4415938127436618
104712.85480509,0.1398484555760506,-0.5830692545733771,-0.4696593769579067
109647.8196143186,0.1429850295314302,-0.5821875180838378,-0.4898200650919762
114815.3621496883,0.1410442281680044,-0.5819812612207824,-0.5181731169212114
120226.4434617413,0.1439222893141503,-0.5836898908660885,-0.545409217329393
125892.5411794167,0.1421473006827583,-0.5828158439266546,-0.5603644222023263
131825.6738556408,0.138648096544356,-0.5829776146308526,-0.5982386909188619
138038.4264602886,0.1414374962779679,-0.5829851041221147,-0.6311398207203744
144543.9770745928,0.143178832895726,-0.5825051406816686,-0.6542732862497189
151356.1248436209,0.1447713316951348,-0.5826599587273815,-0.6902007041052656
158489.3192461114,0.1399716681171542,-0.5820829612804208,-0.7139618563178516
165958.6907437561,0.1395883449985543,-0.5818116235851933,-0.7586886240301851
173780.0828749377,0.1277226418549984,-0.5815786098313741,-0.7942008999687857
181970.0858609984,0.1353479627037975,-0.5794430722169085,-0.8256605069035245
190546.0717963248,0.1332263658123223,-0.5772074940075046,-0.8747147025601407
199526.2314968881,0.12948081412665,-0.5802509591216073,-0.9158407239693815
208929.613085404,0.1269312902055983,-0.5812147069718685,-0.9649484312553653
218776.1623949554,0.1220454701312949,-0.5749223015303238,-0.9944079457529682
229086.7652767773,0.118926312563789,-0.5781402951403785,-1.073366469389535
239883.2919019491,0.1123390007099383,-0.5777532735145829,-1.109969611467278
251188.6431509582,0.1043295956171447,-0.5786735064193578,-1.182186770338006
263026.7991895382,0.09854596902335859,-0.5773134495441252,-1.253011150181209
275422.8703338168,0.09267426482127097,-0.5766613712152002,-1.322902034788697
288403.1503126606,0.09390786672877435,-0.5775171955840356,-1.377864530483834
301995.1720402017,0.0940493062750061,-0.5767977381667438,-1.431897430725257
316227.7660168381,0.08930500566169569,-0.5777050506919527,-1.523937477314888
331131.1214825911,0.08666616046055386,-0.5787818391596266,-1.587250150568494
346736.8504525318,0.07457226961320933,-0.5812504042338955,-1.662260243407502
363078.0547701016,0.07577069757306359,-0.5862425610861685,-1.741935122345637
380189.3963205612,0.07156652734565581,-0.5839813739560293,-1.825734813371362
398107.1705534974,0.06167317233884267,-0.5841918110204346,-1.913919781949886
416869.3834703354,0.06114572444542028,-0.5885516337169659,-2.000254203454389
436515.8322401661,0.05647387859198451,-0.5855208820357201,-2.083213607650308
457088.1896148753,0.04094989809995025,-0.5872873984301464,-2.17039136392053
478630.0923226384,0.04658527617368921,-0.5895097088949709,-2.274508594514685
501187.2336272725,0.03874460334244707,-0.591652402581553,-2.390057857752311
524807.4602497726,0.03533286263548145,-0.590917940464321,-2.489944128937637
549540.8738576247,0.03034648633448549,-0.5908909232803224,-2.603129330500181
575439.9373371572,0.02496860209382624,-0.5926340191952439,-2.725216700919734
602559.5860743577,0.01887927823149687,-0.5917364663803559,-2.842614281807556
630957.3444801935,0.01232016454627477,-0.5957655606679304,-2.978132680705386
660693.4480075958,0.009147217364480487,-0.5932381650462974,-3.117097577681164
691830.9709189367,0.003492300382376013,-0.5958713509377498,-3.258960809032402
724435.9600749903,-0.002279999437795445,-0.5961513343585984,-3.403303906834864
758577.5750291838,-0.005075391457579894,-0.5991071015980258,-3.563533284424164
794328.2347242817,-0.009988091220785207,-0.5998271665870387,-3.732953389642439
831763.7711026714,-0.01611205061093222,-0.6008674523064699,-3.902481348675902
870963.5899560807,-0.02421926313415378,-0.6013697809717353,-4.082520183554905
912010.83935591,-0.02704515209775358,-0.6051917442504336,-4.277648981810955
954992.5860214358,-0.03309303352165496,-0.6042115747462206,-4.470546253183457
1000000,-0.04139193951337553,-0.6072437021179411,-4.681075589726078
