Time (s),Channel 1 (V),Channel 2 (V)
0.01117265142857143,1.242837826003786,1.150654428297957
0.01117313142857143,1.245199752607121,1.153016666836147
0.01117361142857143,1.24654942495188,1.154366517429395
0.01117409142857143,1.248911351555216,1.15605383067096
0.01117457142857143,1.250935860072361,1.158078606560837
0.01117505142857143,1.251948114330929,1.158753531857461
0.01117553142857143,1.253297786675693,1.160103382450712
0.01117601142857143,1.254310040934262,1.16145323304396
0.01117649142857143,1.257009385623786,1.164490396878774
0.01117697142857143,1.258696476054743,1.166177710120341
0.01117745142857143,1.261395820744269,1.16820248601022
0.01117793142857143,1.263082911175218,1.169889799251779
0.01117841142857143,1.265782255864744,1.171914575141657
0.01117889142857143,1.267806764381882,1.17427681367984
0.01117937142857143,1.268819018640457,1.17495173897647
0.01117985142857143,1.270506109071411,1.176976514866347
0.01118033142857143,1.271855781416177,1.178326365459602
0.01118081142857143,1.274217708019506,1.180688603997785
0.01118129142857143,1.27556738036427,1.182038454591037
0.01118177142857143,1.277591888881409,1.183725767832597
0.01118225142857143,1.279616397398554,1.185750543722475
0.01118273142857143,1.281640905915699,1.187775319612351
0.01118321142857143,1.282653160174268,1.187775319612351
0.01118369142857143,1.284340250605223,1.189800095502228
0.01118417142857143,1.286702177208551,1.191149946095476
0.01118465142857143,1.288389267639508,1.192499796688728
0.01118513142857143,1.290413776156652,1.194862035226918
0.01118561142857143,1.291426030415225,1.195874423171857
0.01118609142857143,1.292438284673794,1.196886811116793
0.01118657142857143,1.295137629363319,1.198236661710045
0.01118705142857143,1.295812465535699,1.198911587006669
0.01118753142857143,1.298174392139034,1.200936362896545
0.01118801142857143,1.298849228311416,1.201948750841485
0.01118849142857143,1.300536318742365,1.203973526731357
0.01118897142857143,1.302560827259511,1.205998302621236
0.01118945142857143,1.303910499604274,1.208023078511113
0.01118993142857143,1.304922753862843,1.209035466456049
0.01119041142857143,1.307284680466178,1.211060242345926
0.01119089142857143,1.308296934724753,1.212410092939178
0.01119137142857143,1.309984025155701,1.213085018235801
0.01119185142857143,1.310996279414274,1.214434868829053
0.01119233142857143,1.312345951759033,1.215784719422301
0.01119281142857143,1.314033042189988,1.217809495312178
0.01119329142857143,1.315382714534752,1.218821883257118
0.01119377142857143,1.316732386879511,1.219834271202054
0.01119425142857143,1.317744641138084,1.220846659146993
0.01119473142857143,1.319431731569038,1.22287143503687
0.01119521142857143,1.320106567741417,1.223546360333494
0.01119569142857143,1.321793658172371,1.224558748278433
0.01119617142857143,1.323143330517136,1.226246061519999
0.01119665142857143,1.325505257120465,1.22827083740987
0.01119713142857143,1.32685492946523,1.229620688003123
0.01119761142857143,1.328204601809988,1.231308001244683
0.01119809142857143,1.329891692240942,1.232657851837935
0.01119857142857143,1.331241364585706,1.233670239782875
0.01119905142857143,1.331916200758089,1.233670239782878
0.01119953142857143,1.332928455016658,1.235357553024437
0.01120001142857143,1.333603291189041,1.236032478321065
0.01120049142857143,1.3349529635338,1.237382328914312
0.01120097142857143,1.336977472050945,1.239069642155878
0.01120145142857143,1.338327144395709,1.240756955397442
0.01120193142857143,1.340351652912847,1.242444268639002
0.01120241142857143,1.341026489085231,1.242781731287317
0.01120289142857143,1.341363907171424,1.243119193935631
0.01120337142857143,1.343050997602373,1.244469044528879
0.01120385142857143,1.344400669947137,1.246156357770444
0.01120433142857143,1.345075506119519,1.247168745715383
0.01120481142857143,1.346425178464278,1.248518596308631
0.01120529142857143,1.347774850809043,1.249193521605258
0.01120577142857143,1.349461941239991,1.250880834846818
0.01120625142857143,1.350811613584756,1.251218297495133
0.01120673142857143,1.351149031670948,1.251218297495134
0.01120721142857143,1.352161285929517,1.25223068544007
0.01120769142857143,1.35317354018809,1.253917998681634
0.01120817142857143,1.353848376360473,1.254592923978262
0.01120865142857143,1.355872884877612,1.256955162516446
0.01120913142857143,1.356547721049996,1.257630087813074
0.01120961142857143,1.357222557222378,1.258642475758012
0.01121009142857143,1.357897393394757,1.258642475758012
0.01121057142857143,1.35890964765333,1.259992326351263
0.01121105142857143,1.359247065739523,1.259992326351265
0.01121153142857143,1.361271574256661,1.261342176944513
0.01121201142857143,1.362283828515235,1.262354564889453
0.01121249142857143,1.363970918946188,1.264041878131016
0.01121297142857143,1.364308337032378,1.264379340779328
0.01121345142857143,1.365658009377141,1.264716803427642
0.01121393142857143,1.3670076817219,1.266741579317514
0.01121441142857143,1.367345099808092,1.267753967262454
0.01121489142857143,1.367682517894284,1.267753967262456
0.01121537142857143,1.368357354066663,1.269441280504016
0.01121585142857143,1.369032190239045,1.269778743152331
0.01121633142857143,1.370044444497619,1.270791131097269
0.01121681142857143,1.371394116842378,1.271466056393893
0.01121729142857143,1.372068953014761,1.27214098169052
0.01121777142857143,1.373756043445714,1.273828294932083
0.01121825142857143,1.374768297704283,1.273828294932083
0.01121873142857143,1.375105715790475,1.274503220228708
0.01121921142857143,1.375780551962855,1.27484068287702
0.01121969142857143,1.376792806221427,1.275853070821958
0.01122017142857143,1.377130224307618,1.276190533470271
0.01122065142857143,1.376792806221428,1.276190533470271
0.01122113142857143,1.377805060479999,1.276865458766896
0.01122161142857143,1.379492150910953,1.277877846711835
0.01122209142857143,1.380504405169522,1.278552772008459
0.01122257142857143,1.380841823255714,1.280240085250023
0.01122305142857143,1.381179241341905,1.279902622601713
0.01122353142857143,1.381516659428095,1.28125247319496
0.01122401142857143,1.382528913686667,1.281927398491587
0.01122449142857143,1.382528913686667,1.282602323788212
0.01122497142857143,1.382866331772857,1.282602323788212
0.01122545142857143,1.383203749859048,1.283277249084838
0.01122593142857143,1.384216004117621,1.283614711733151
0.01122641142857143,1.38489084029,1.283952174381463
0.01122689142857143,1.385228258376191,1.284289637029776
0.01122737142857143,1.385903094548571,1.285302024974712
0.01122785142857143,1.386915348807143,1.286314412919651
0.01122833142857143,1.386915348807144,1.286314412919652
0.01122881142857143,1.387252766893334,1.286989338216276
0.01122929142857143,1.388602439238096,1.288001726161215
0.01122977142857143,1.389614693496669,1.28867665145784
0.01123025142857143,1.390289529669048,1.28867665145784
0.01123073142857143,1.390289529669049,1.288339188809527
0.01123121142857143,1.390626947755238,1.289014114106153
0.01123169142857143,1.389952111582859,1.289014114106153
0.01123217142857143,1.390289529669049,1.289351576754465
0.01123265142857143,1.390626947755239,1.289351576754465
0.01123313142857143,1.391639202013811,1.290363964699403
0.01123361142857143,1.392314038186193,1.290701427347716
0.01123409142857143,1.392988874358572,1.290701427347717
0.01123457142857143,1.392314038186192,1.291038889996029
0.01123505142857143,1.393663710530954,1.291713815292654
0.01123553142857143,1.393663710530954,1.292051277940967
0.01123601142857143,1.394338546703335,1.29238874058928
0.01123649142857143,1.395013382875716,1.292726203237592
0.01123697142857143,1.395013382875716,1.292726203237592
0.01123745142857143,1.396025637134288,1.293063665885905
0.01123793142857143,1.396363055220478,1.29373859118253
0.01123841142857143,1.396363055220478,1.29373859118253
0.01123889142857143,1.396700473306669,1.294076053830843
0.01123937142857143,1.39703789139286,1.29508844177578
0.01123985142857143,1.39703789139286,1.294413516479156
0.01124033142857143,1.397712727565241,1.295425904424094
0.01124081142857143,1.39805014565143,1.295425904424094
0.01124129142857143,1.39737530947905,1.295763367072406
0.01124177142857143,1.398050145651431,1.296438292369032
0.01124225142857143,1.398387563737621,1.296438292369032
0.01124273142857143,1.398050145651431,1.295763367072406
0.01124321142857143,1.398050145651432,1.295763367072407
0.01124369142857143,1.398724981823811,1.296438292369031
0.01124417142857143,1.398050145651431,1.295763367072406
0.01124465142857143,1.397712727565241,1.295763367072406
0.01124513142857143,1.397712727565241,1.295425904424094
0.01124561142857143,1.398387563737622,1.296775755017344
0.01124609142857143,1.398050145651432,1.296438292369032
0.01124657142857143,1.397712727565241,1.296100829720719
0.01124705142857143,1.397712727565241,1.295425904424094
0.01124753142857143,1.397712727565242,1.295763367072406
0.01124801142857143,1.398387563737622,1.295425904424094
0.01124849142857143,1.398724981823812,1.296438292369032
0.01124897142857143,1.399062399910002,1.296438292369032
0.01124945142857143,1.398050145651431,1.296438292369032
0.01124993142857143,1.399062399910002,1.297450680313969
0.01125041142857143,1.398387563737623,1.296775755017345
0.01125089142857143,1.398387563737622,1.296438292369032
0.01125137142857143,1.399399817996195,1.296775755017345
0.01125185142857143,1.400412072254764,1.297450680313969
0.01125233142857143,1.400412072254765,1.296438292369032
0.01125281142857143,1.400412072254765,1.297788142962283
0.01125329142857143,1.400412072254765,1.298125605610595
0.01125377142857143,1.401086908427146,1.298125605610595
0.01125425142857143,1.401424326513336,1.298125605610595
0.01125473142857143,1.402773998858098,1.299475456203845
0.01125521142857143,1.402099162685717,1.299137993555533
0.01125569142857143,1.401424326513337,1.298800530907221
0.01125617142857143,1.402773998858099,1.299812918852158
0.01125665142857143,1.403448835030479,1.300487844148784
0.01125713142857143,1.40311141694429,1.300825306797096
0.01125761142857143,1.403111416944289,1.300487844148784
0.01125809142857143,1.403448835030481,1.301162769445409
0.01125857142857143,1.40412367120286,1.301162769445409
0.01125905142857143,1.40344883503048,1.301162769445409
0.01125953142857143,1.40344883503048,1.301837694742033
0.01126001142857143,1.40344883503048,1.301162769445409
